,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
484,"Excess molar volume, m3/mol",9.1e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.324,10.1016/j.jct.2009.05.006
485,"Excess molar volume, m3/mol",9.9e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.4335,10.1016/j.jct.2009.05.006
486,"Excess molar volume, m3/mol",9.7e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.4911,10.1016/j.jct.2009.05.006
487,"Excess molar volume, m3/mol",9e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.6187,10.1016/j.jct.2009.05.006
488,"Excess molar volume, m3/mol",7.7e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.688,10.1016/j.jct.2009.05.006
489,"Excess molar volume, m3/mol",6.8e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.7551,10.1016/j.jct.2009.05.006
490,"Excess molar volume, m3/mol",4.7e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.8298,10.1016/j.jct.2009.05.006
491,"Excess molar volume, m3/mol",3.2e-08,"['1,3-dibromopropane', 'butyl propanoate']","1,3-dibromopropane",Mole fraction,0.9086,10.1016/j.jct.2009.05.006
504,"Mass density, kg/m3",1702.4,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.0993,10.1016/j.jct.2009.05.006
505,"Mass density, kg/m3",1647.38,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.1484,10.1016/j.jct.2009.05.006
506,"Mass density, kg/m3",1590.44,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.2006,10.1016/j.jct.2009.05.006
507,"Mass density, kg/m3",1539.57,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.2485,10.1016/j.jct.2009.05.006
508,"Mass density, kg/m3",1478.88,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.307,10.1016/j.jct.2009.05.006
509,"Mass density, kg/m3",1426.19,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.3593,10.1016/j.jct.2009.05.006
510,"Mass density, kg/m3",1372.46,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.4138,10.1016/j.jct.2009.05.006
511,"Mass density, kg/m3",1312.32,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.4767,10.1016/j.jct.2009.05.006
512,"Mass density, kg/m3",1260.38,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.5324,10.1016/j.jct.2009.05.006
513,"Mass density, kg/m3",1201.95,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.5968,10.1016/j.jct.2009.05.006
514,"Mass density, kg/m3",1150.66,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.6549,10.1016/j.jct.2009.05.006
515,"Mass density, kg/m3",1093.83,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.721,10.1016/j.jct.2009.05.006
516,"Mass density, kg/m3",1038.79,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.787,10.1016/j.jct.2009.05.006
517,"Mass density, kg/m3",984.01,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.8544,10.1016/j.jct.2009.05.006
518,"Mass density, kg/m3",924.33,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.9302,10.1016/j.jct.2009.05.006
519,"Excess molar volume, m3/mol",6e-09,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.0993,10.1016/j.jct.2009.05.006
520,"Excess molar volume, m3/mol",7e-09,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.1484,10.1016/j.jct.2009.05.006
521,"Excess molar volume, m3/mol",6e-09,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.2006,10.1016/j.jct.2009.05.006
522,"Excess molar volume, m3/mol",3e-09,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.2485,10.1016/j.jct.2009.05.006
523,"Excess molar volume, m3/mol",-2e-09,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.307,10.1016/j.jct.2009.05.006
524,"Excess molar volume, m3/mol",-7e-09,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.3593,10.1016/j.jct.2009.05.006
525,"Excess molar volume, m3/mol",-1e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.4138,10.1016/j.jct.2009.05.006
526,"Excess molar volume, m3/mol",-1.8e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.4767,10.1016/j.jct.2009.05.006
527,"Excess molar volume, m3/mol",-1.9e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.5324,10.1016/j.jct.2009.05.006
528,"Excess molar volume, m3/mol",-2.2e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.5968,10.1016/j.jct.2009.05.006
529,"Excess molar volume, m3/mol",-2.4e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.6549,10.1016/j.jct.2009.05.006
530,"Excess molar volume, m3/mol",-2.6e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.721,10.1016/j.jct.2009.05.006
531,"Excess molar volume, m3/mol",-2.5e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.787,10.1016/j.jct.2009.05.006
532,"Excess molar volume, m3/mol",-1.8e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.8544,10.1016/j.jct.2009.05.006
533,"Excess molar volume, m3/mol",-1e-08,"['1,4-dibromobutane', 'butyl propanoate']","1,4-dibromobutane",Mole fraction,0.9302,10.1016/j.jct.2009.05.006
547,"Mass density, kg/m3",1640.51,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.06,10.1016/j.jct.2009.05.006
548,"Mass density, kg/m3",1592.92,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.1136,10.1016/j.jct.2009.05.006
549,"Mass density, kg/m3",1546.56,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.1663,10.1016/j.jct.2009.05.006
550,"Mass density, kg/m3",1498.04,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.2221,10.1016/j.jct.2009.05.006
551,"Mass density, kg/m3",1454.88,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.2722,10.1016/j.jct.2009.05.006
552,"Mass density, kg/m3",1402.96,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.3331,10.1016/j.jct.2009.05.006
553,"Mass density, kg/m3",1354.52,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.3905,10.1016/j.jct.2009.05.006
554,"Mass density, kg/m3",1307.41,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.447,10.1016/j.jct.2009.05.006
555,"Mass density, kg/m3",1259.11,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.5055,10.1016/j.jct.2009.05.006
556,"Mass density, kg/m3",1211.76,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.5635,10.1016/j.jct.2009.05.006
557,"Mass density, kg/m3",1163.79,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.6229,10.1016/j.jct.2009.05.006
558,"Mass density, kg/m3",1112.94,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.6866,10.1016/j.jct.2009.05.006
559,"Mass density, kg/m3",1067.16,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.7446,10.1016/j.jct.2009.05.006
560,"Mass density, kg/m3",1020.35,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.8045,10.1016/j.jct.2009.05.006
561,"Mass density, kg/m3",971.95,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.8671,10.1016/j.jct.2009.05.006
562,"Mass density, kg/m3",921.69,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.9329,10.1016/j.jct.2009.05.006
563,"Excess molar volume, m3/mol",-1.6e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.06,10.1016/j.jct.2009.05.006
564,"Excess molar volume, m3/mol",-3.4e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.1136,10.1016/j.jct.2009.05.006
565,"Excess molar volume, m3/mol",-4.1e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.1663,10.1016/j.jct.2009.05.006
566,"Excess molar volume, m3/mol",-5.6e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.2221,10.1016/j.jct.2009.05.006
567,"Excess molar volume, m3/mol",-6.3e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.2722,10.1016/j.jct.2009.05.006
568,"Excess molar volume, m3/mol",-7.2e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.3331,10.1016/j.jct.2009.05.006
569,"Excess molar volume, m3/mol",-7.6e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.3905,10.1016/j.jct.2009.05.006
570,"Excess molar volume, m3/mol",-8.4e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.447,10.1016/j.jct.2009.05.006
571,"Excess molar volume, m3/mol",-8.6e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.5055,10.1016/j.jct.2009.05.006
572,"Excess molar volume, m3/mol",-8.7e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.5635,10.1016/j.jct.2009.05.006
573,"Excess molar volume, m3/mol",-8.3e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.6229,10.1016/j.jct.2009.05.006
574,"Excess molar volume, m3/mol",-8e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.6866,10.1016/j.jct.2009.05.006
575,"Excess molar volume, m3/mol",-7.2e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.7446,10.1016/j.jct.2009.05.006
576,"Excess molar volume, m3/mol",-5.8e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.8045,10.1016/j.jct.2009.05.006
577,"Excess molar volume, m3/mol",-4.1e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.8671,10.1016/j.jct.2009.05.006
578,"Excess molar volume, m3/mol",-2.5e-08,"['1,5-dibromopentane', 'butyl propanoate']","1,5-dibromopentane",Mole fraction,0.9329,10.1016/j.jct.2009.05.006
633,"Mass density, kg/m3",2084.99,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.034,10.1016/j.jct.2009.05.006
634,"Mass density, kg/m3",2006.19,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.068,10.1016/j.jct.2009.05.006
635,"Mass density, kg/m3",1928.71,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.1037,10.1016/j.jct.2009.05.006
636,"Mass density, kg/m3",1786.46,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.1757,10.1016/j.jct.2009.05.006
637,"Mass density, kg/m3",1707.65,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.2194,10.1016/j.jct.2009.05.006
638,"Mass density, kg/m3",1623.15,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.27,10.1016/j.jct.2009.05.006
639,"Mass density, kg/m3",1481.33,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.3645,10.1016/j.jct.2009.05.006
640,"Mass density, kg/m3",1407.36,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.4193,10.1016/j.jct.2009.05.006
641,"Mass density, kg/m3",1250.61,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.5507,10.1016/j.jct.2009.05.006
642,"Mass density, kg/m3",1171.44,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.6263,10.1016/j.jct.2009.05.006
643,"Mass density, kg/m3",1098.24,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.7028,10.1016/j.jct.2009.05.006
644,"Mass density, kg/m3",1024.55,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.7871,10.1016/j.jct.2009.05.006
645,"Mass density, kg/m3",945.82,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.8864,10.1016/j.jct.2009.05.006
646,"Excess molar volume, m3/mol",3.7e-08,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.034,10.1016/j.jct.2009.05.006
647,"Excess molar volume, m3/mol",8e-08,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.068,10.1016/j.jct.2009.05.006
648,"Excess molar volume, m3/mol",1.2e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.1037,10.1016/j.jct.2009.05.006
649,"Excess molar volume, m3/mol",1.6e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.1757,10.1016/j.jct.2009.05.006
650,"Excess molar volume, m3/mol",1.97e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.2194,10.1016/j.jct.2009.05.006
651,"Excess molar volume, m3/mol",2.17e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.27,10.1016/j.jct.2009.05.006
652,"Excess molar volume, m3/mol",2.5e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.3645,10.1016/j.jct.2009.05.006
653,"Excess molar volume, m3/mol",2.53e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.4193,10.1016/j.jct.2009.05.006
654,"Excess molar volume, m3/mol",2.4e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.5507,10.1016/j.jct.2009.05.006
655,"Excess molar volume, m3/mol",2.17e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.6263,10.1016/j.jct.2009.05.006
656,"Excess molar volume, m3/mol",1.87e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.7028,10.1016/j.jct.2009.05.006
657,"Excess molar volume, m3/mol",1.37e-07,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.7871,10.1016/j.jct.2009.05.006
658,"Excess molar volume, m3/mol",7e-08,"['1,2-dibromoethane', 'butyl butanoate']","1,2-dibromoethane",Mole fraction,0.8864,10.1016/j.jct.2009.05.006
313,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0448,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.0552,10.1016/j.jct.2006.05.004
314,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0696,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.1177,10.1016/j.jct.2006.05.004
315,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0864,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.18,10.1016/j.jct.2006.05.004
316,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.09,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.2446,10.1016/j.jct.2006.05.004
317,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0851,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.3072,10.1016/j.jct.2006.05.004
318,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.075,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.3659,10.1016/j.jct.2006.05.004
319,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.059,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.4203,10.1016/j.jct.2006.05.004
320,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0393,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.4702,10.1016/j.jct.2006.05.004
321,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0275,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.4789,10.1016/j.jct.2006.05.004
322,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0195,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.5086,10.1016/j.jct.2006.05.004
323,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0103,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.5255,10.1016/j.jct.2006.05.004
324,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0105,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.5837,10.1016/j.jct.2006.05.004
325,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0215,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.6456,10.1016/j.jct.2006.05.004
326,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0257,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.7119,10.1016/j.jct.2006.05.004
327,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0281,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.7852,10.1016/j.jct.2006.05.004
328,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0229,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.8597,10.1016/j.jct.2006.05.004
329,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.012,"['1,2-dibromoethane', 'methyl propanoate']","1,2-dibromoethane",Mole fraction,0.9321,10.1016/j.jct.2006.05.004
