,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
616,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3202,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3653,10.1016/j.jct.2006.10.008
617,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3507,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4153,10.1016/j.jct.2006.10.008
618,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3718,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4604,10.1016/j.jct.2006.10.008
619,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3831,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5014,10.1016/j.jct.2006.10.008
620,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.387,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5593,10.1016/j.jct.2006.10.008
621,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3677,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6338,10.1016/j.jct.2006.10.008
622,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3138,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7235,10.1016/j.jct.2006.10.008
623,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.23,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8158,10.1016/j.jct.2006.10.008
624,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1263,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9141,10.1016/j.jct.2006.10.008
625,"Mass density, kg/m3",1221.77,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0396,10.1016/j.jct.2006.10.008
626,"Mass density, kg/m3",1199.93,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0779,10.1016/j.jct.2006.10.008
627,"Mass density, kg/m3",1178.31,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1181,10.1016/j.jct.2006.10.008
628,"Mass density, kg/m3",1156.97,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1601,10.1016/j.jct.2006.10.008
629,"Mass density, kg/m3",1135.53,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2047,10.1016/j.jct.2006.10.008
630,"Mass density, kg/m3",1114.67,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2505,10.1016/j.jct.2006.10.008
631,"Mass density, kg/m3",1093.1,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3008,10.1016/j.jct.2006.10.008
632,"Mass density, kg/m3",1072.02,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3529,10.1016/j.jct.2006.10.008
633,"Mass density, kg/m3",1051.23,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4074,10.1016/j.jct.2006.10.008
634,"Mass density, kg/m3",1030.4,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4655,10.1016/j.jct.2006.10.008
635,"Mass density, kg/m3",1009.11,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5288,10.1016/j.jct.2006.10.008
636,"Mass density, kg/m3",988.32,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5948,10.1016/j.jct.2006.10.008
637,"Mass density, kg/m3",967.94,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6639,10.1016/j.jct.2006.10.008
638,"Mass density, kg/m3",946.95,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7399,10.1016/j.jct.2006.10.008
639,"Mass density, kg/m3",926.19,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8201,10.1016/j.jct.2006.10.008
640,"Mass density, kg/m3",905.54,"['1,2-dichloroethane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.906,10.1016/j.jct.2006.10.008
641,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0278,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0477,10.1016/j.jct.2006.10.008
642,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0632,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1093,10.1016/j.jct.2006.10.008
643,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1024,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1729,10.1016/j.jct.2006.10.008
644,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1426,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2358,10.1016/j.jct.2006.10.008
645,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.183,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2905,10.1016/j.jct.2006.10.008
646,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2213,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3427,10.1016/j.jct.2006.10.008
647,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2533,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3933,10.1016/j.jct.2006.10.008
648,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2764,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4564,10.1016/j.jct.2006.10.008
649,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2836,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5122,10.1016/j.jct.2006.10.008
650,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2854,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5719,10.1016/j.jct.2006.10.008
651,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2741,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6452,10.1016/j.jct.2006.10.008
652,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2449,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7254,10.1016/j.jct.2006.10.008
653,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1884,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8109,10.1016/j.jct.2006.10.008
654,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1019,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9161,10.1016/j.jct.2006.10.008
655,"Mass density, kg/m3",1159.68,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0471,10.1016/j.jct.2006.10.008
656,"Mass density, kg/m3",1142.71,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0911,10.1016/j.jct.2006.10.008
657,"Mass density, kg/m3",1125.33,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1377,10.1016/j.jct.2006.10.008
658,"Mass density, kg/m3",1108.29,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1848,10.1016/j.jct.2006.10.008
659,"Mass density, kg/m3",1091.1,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2341,10.1016/j.jct.2006.10.008
660,"Mass density, kg/m3",1056.06,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3403,10.1016/j.jct.2006.10.008
661,"Mass density, kg/m3",1021.65,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4528,10.1016/j.jct.2006.10.008
662,"Mass density, kg/m3",1004.48,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5122,10.1016/j.jct.2006.10.008
663,"Mass density, kg/m3",987.37,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5737,10.1016/j.jct.2006.10.008
664,"Mass density, kg/m3",970.23,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6379,10.1016/j.jct.2006.10.008
665,"Mass density, kg/m3",953.41,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7034,10.1016/j.jct.2006.10.008
666,"Mass density, kg/m3",936.49,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7721,10.1016/j.jct.2006.10.008
667,"Mass density, kg/m3",919.53,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8438,10.1016/j.jct.2006.10.008
668,"Mass density, kg/m3",902.44,"['1,3-dichloropropane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9188,10.1016/j.jct.2006.10.008
669,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0154,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0558,10.1016/j.jct.2006.10.008
670,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0426,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1297,10.1016/j.jct.2006.10.008
671,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0757,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2099,10.1016/j.jct.2006.10.008
672,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.115,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2822,10.1016/j.jct.2006.10.008
673,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1562,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3497,10.1016/j.jct.2006.10.008
674,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1848,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4176,10.1016/j.jct.2006.10.008
675,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2057,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4615,10.1016/j.jct.2006.10.008
676,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2103,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4847,10.1016/j.jct.2006.10.008
677,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2186,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5352,10.1016/j.jct.2006.10.008
678,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2141,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5989,10.1016/j.jct.2006.10.008
679,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2083,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6703,10.1016/j.jct.2006.10.008
680,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1825,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7496,10.1016/j.jct.2006.10.008
681,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1344,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8354,10.1016/j.jct.2006.10.008
682,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.07,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9293,10.1016/j.jct.2006.10.008
683,"Mass density, kg/m3",1118.26,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0535,10.1016/j.jct.2006.10.008
684,"Mass density, kg/m3",1103.42,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1055,10.1016/j.jct.2006.10.008
685,"Mass density, kg/m3",1089.12,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1566,10.1016/j.jct.2006.10.008
686,"Mass density, kg/m3",1074.27,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2106,10.1016/j.jct.2006.10.008
687,"Mass density, kg/m3",1060.0,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2635,10.1016/j.jct.2006.10.008
688,"Mass density, kg/m3",1045.06,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3199,10.1016/j.jct.2006.10.008
689,"Mass density, kg/m3",1030.28,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3768,10.1016/j.jct.2006.10.008
690,"Mass density, kg/m3",1015.59,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4344,10.1016/j.jct.2006.10.008
691,"Mass density, kg/m3",1001.46,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4908,10.1016/j.jct.2006.10.008
692,"Mass density, kg/m3",986.81,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5505,10.1016/j.jct.2006.10.008
693,"Mass density, kg/m3",972.26,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6109,10.1016/j.jct.2006.10.008
694,"Mass density, kg/m3",957.67,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6726,10.1016/j.jct.2006.10.008
695,"Mass density, kg/m3",943.19,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7351,10.1016/j.jct.2006.10.008
696,"Mass density, kg/m3",928.74,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7986,10.1016/j.jct.2006.10.008
697,"Mass density, kg/m3",914.02,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8646,10.1016/j.jct.2006.10.008
698,"Mass density, kg/m3",899.89,"['1,4-dichlorobutane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9292,10.1016/j.jct.2006.10.008
699,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0127,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0613,10.1016/j.jct.2006.10.008
700,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0317,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.141,10.1016/j.jct.2006.10.008
701,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0558,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2146,10.1016/j.jct.2006.10.008
702,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0862,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2884,10.1016/j.jct.2006.10.008
703,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1141,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3563,10.1016/j.jct.2006.10.008
704,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1314,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4177,10.1016/j.jct.2006.10.008
705,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1462,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4725,10.1016/j.jct.2006.10.008
706,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1486,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5239,10.1016/j.jct.2006.10.008
707,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1518,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5551,10.1016/j.jct.2006.10.008
708,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1452,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6165,10.1016/j.jct.2006.10.008
709,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1344,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6887,10.1016/j.jct.2006.10.008
710,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1139,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7706,10.1016/j.jct.2006.10.008
711,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0783,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8586,10.1016/j.jct.2006.10.008
712,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0417,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9347,10.1016/j.jct.2006.10.008
713,"Mass density, kg/m3",1082.26,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.0607,10.1016/j.jct.2006.10.008
714,"Mass density, kg/m3",1069.95,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1185,10.1016/j.jct.2006.10.008
715,"Mass density, kg/m3",1057.7,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.1761,10.1016/j.jct.2006.10.008
716,"Mass density, kg/m3",1045.52,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2336,10.1016/j.jct.2006.10.008
717,"Mass density, kg/m3",1033.04,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.2924,10.1016/j.jct.2006.10.008
718,"Mass density, kg/m3",1020.86,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.3501,10.1016/j.jct.2006.10.008
719,"Mass density, kg/m3",996.38,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.4661,10.1016/j.jct.2006.10.008
720,"Mass density, kg/m3",983.92,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.5254,10.1016/j.jct.2006.10.008
721,"Mass density, kg/m3",959.15,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.6434,10.1016/j.jct.2006.10.008
722,"Mass density, kg/m3",946.7,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7028,10.1016/j.jct.2006.10.008
723,"Mass density, kg/m3",934.48,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.7612,10.1016/j.jct.2006.10.008
724,"Mass density, kg/m3",922.34,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8194,10.1016/j.jct.2006.10.008
725,"Mass density, kg/m3",909.95,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.8788,10.1016/j.jct.2006.10.008
726,"Mass density, kg/m3",897.88,"['1,5-dichloropentane', 'pentyl methanoate']",pentyl methanoate,Mole fraction,0.9368,10.1016/j.jct.2006.10.008
727,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0111,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.0697,10.1016/j.jct.2006.10.008
728,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0249,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.162,10.1016/j.jct.2006.10.008
729,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0476,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.2559,10.1016/j.jct.2006.10.008
730,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0718,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.3406,10.1016/j.jct.2006.10.008
731,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0942,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.4168,10.1016/j.jct.2006.10.008
732,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1058,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.4813,10.1016/j.jct.2006.10.008
733,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1085,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.4927,10.1016/j.jct.2006.10.008
734,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1149,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.5399,10.1016/j.jct.2006.10.008
735,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1104,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.5935,10.1016/j.jct.2006.10.008
736,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1001,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.6653,10.1016/j.jct.2006.10.008
737,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0866,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.731,10.1016/j.jct.2006.10.008
738,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0697,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.8005,10.1016/j.jct.2006.10.008
739,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0468,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.8731,10.1016/j.jct.2006.10.008
740,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0234,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.9459,10.1016/j.jct.2006.10.008
741,"Mass density, kg/m3",1051.9,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.0731,10.1016/j.jct.2006.10.008
742,"Mass density, kg/m3",1041.69,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.1352,10.1016/j.jct.2006.10.008
743,"Mass density, kg/m3",1031.48,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.1967,10.1016/j.jct.2006.10.008
744,"Mass density, kg/m3",1010.41,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.3212,10.1016/j.jct.2006.10.008
745,"Mass density, kg/m3",999.88,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.3822,10.1016/j.jct.2006.10.008
746,"Mass density, kg/m3",989.79,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.4398,10.1016/j.jct.2006.10.008
747,"Mass density, kg/m3",968.7,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.558,10.1016/j.jct.2006.10.008
748,"Mass density, kg/m3",958.24,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.6153,10.1016/j.jct.2006.10.008
749,"Mass density, kg/m3",947.69,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.6723,10.1016/j.jct.2006.10.008
750,"Mass density, kg/m3",937.22,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.7282,10.1016/j.jct.2006.10.008
751,"Mass density, kg/m3",926.72,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.7836,10.1016/j.jct.2006.10.008
752,"Mass density, kg/m3",916.1,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.839,10.1016/j.jct.2006.10.008
753,"Mass density, kg/m3",905.58,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.893,10.1016/j.jct.2006.10.008
754,"Mass density, kg/m3",895.13,"['pentyl methanoate', '1,6-dichlorohexane']",pentyl methanoate,Mole fraction,0.9462,10.1016/j.jct.2006.10.008
