,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
306,"Mass density, kg/m3",957.24,"['ethyl methanoate', '1,6-dichlorohexane']",ethyl methanoate,Mole fraction,0.8538,10.1016/j.jct.2006.10.008
307,"Mass density, kg/m3",949.58,"['ethyl methanoate', '1,6-dichlorohexane']",ethyl methanoate,Mole fraction,0.893,10.1016/j.jct.2006.10.008
308,"Mass density, kg/m3",941.93,"['ethyl methanoate', '1,6-dichlorohexane']",ethyl methanoate,Mole fraction,0.9301,10.1016/j.jct.2006.10.008
309,"Mass density, kg/m3",934.51,"['ethyl methanoate', '1,6-dichlorohexane']",ethyl methanoate,Mole fraction,0.9649,10.1016/j.jct.2006.10.008
310,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0374,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.0489,10.1016/j.jct.2006.10.008
311,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0843,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1034,10.1016/j.jct.2006.10.008
312,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1412,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1594,10.1016/j.jct.2006.10.008
313,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1981,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.2211,10.1016/j.jct.2006.10.008
314,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2544,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.28,10.1016/j.jct.2006.10.008
315,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3072,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.3363,10.1016/j.jct.2006.10.008
316,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3527,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.3886,10.1016/j.jct.2006.10.008
317,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3907,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.4382,10.1016/j.jct.2006.10.008
318,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4196,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.483,10.1016/j.jct.2006.10.008
319,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4351,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5155,10.1016/j.jct.2006.10.008
320,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4376,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5716,10.1016/j.jct.2006.10.008
321,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.4199,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.6361,10.1016/j.jct.2006.10.008
322,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3758,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.7083,10.1016/j.jct.2006.10.008
323,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.3135,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.7725,10.1016/j.jct.2006.10.008
324,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2282,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.8488,10.1016/j.jct.2006.10.008
325,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.122,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.9302,10.1016/j.jct.2006.10.008
326,"Mass density, kg/m3",1223.09,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.0538,10.1016/j.jct.2006.10.008
327,"Mass density, kg/m3",1203.75,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1017,10.1016/j.jct.2006.10.008
328,"Mass density, kg/m3",1184.04,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1515,10.1016/j.jct.2006.10.008
329,"Mass density, kg/m3",1163.71,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.2043,10.1016/j.jct.2006.10.008
330,"Mass density, kg/m3",1143.76,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.2575,10.1016/j.jct.2006.10.008
331,"Mass density, kg/m3",1103.98,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.3685,10.1016/j.jct.2006.10.008
332,"Mass density, kg/m3",1084.54,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.4248,10.1016/j.jct.2006.10.008
333,"Mass density, kg/m3",1065.09,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.4826,10.1016/j.jct.2006.10.008
334,"Mass density, kg/m3",1045.46,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5426,10.1016/j.jct.2006.10.008
335,"Mass density, kg/m3",1026.11,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.6034,10.1016/j.jct.2006.10.008
336,"Mass density, kg/m3",1006.9,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.6652,10.1016/j.jct.2006.10.008
337,"Mass density, kg/m3",987.38,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.7294,10.1016/j.jct.2006.10.008
338,"Mass density, kg/m3",968.29,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.794,10.1016/j.jct.2006.10.008
339,"Mass density, kg/m3",949.22,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.8599,10.1016/j.jct.2006.10.008
340,"Mass density, kg/m3",929.85,"['1,2-dichloroethane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.9286,10.1016/j.jct.2006.10.008
341,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.003,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.0618,10.1016/j.jct.2006.10.008
342,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.017,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.1342,10.1016/j.jct.2006.10.008
343,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0398,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.2092,10.1016/j.jct.2006.10.008
344,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0676,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.2838,10.1016/j.jct.2006.10.008
345,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0965,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.3515,10.1016/j.jct.2006.10.008
346,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1243,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.4148,10.1016/j.jct.2006.10.008
347,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1497,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.4714,10.1016/j.jct.2006.10.008
348,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1662,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.503,10.1016/j.jct.2006.10.008
349,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.193,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.5539,10.1016/j.jct.2006.10.008
350,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2099,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.6084,10.1016/j.jct.2006.10.008
351,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.2055,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.6696,10.1016/j.jct.2006.10.008
352,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1844,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.7356,10.1016/j.jct.2006.10.008
353,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.1526,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.8024,10.1016/j.jct.2006.10.008
354,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.108,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.8727,10.1016/j.jct.2006.10.008
355,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0561,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.9394,10.1016/j.jct.2006.10.008
356,"Mass density, kg/m3",1161.75,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.0612,10.1016/j.jct.2006.10.008
357,"Mass density, kg/m3",1145.46,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.1204,10.1016/j.jct.2006.10.008
358,"Mass density, kg/m3",1129.76,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.1775,10.1016/j.jct.2006.10.008
359,"Mass density, kg/m3",1113.91,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.2355,10.1016/j.jct.2006.10.008
360,"Mass density, kg/m3",1097.92,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.2944,10.1016/j.jct.2006.10.008
361,"Mass density, kg/m3",1082.1,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.3527,10.1016/j.jct.2006.10.008
362,"Mass density, kg/m3",1066.46,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.4109,10.1016/j.jct.2006.10.008
363,"Mass density, kg/m3",1050.7,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.4695,10.1016/j.jct.2006.10.008
364,"Mass density, kg/m3",1034.93,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.5286,10.1016/j.jct.2006.10.008
365,"Mass density, kg/m3",1019.65,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.5863,10.1016/j.jct.2006.10.008
366,"Mass density, kg/m3",1003.85,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.6459,10.1016/j.jct.2006.10.008
367,"Mass density, kg/m3",988.35,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.7044,10.1016/j.jct.2006.10.008
368,"Mass density, kg/m3",972.97,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.763,10.1016/j.jct.2006.10.008
369,"Mass density, kg/m3",957.74,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.8214,10.1016/j.jct.2006.10.008
370,"Mass density, kg/m3",942.43,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.8796,10.1016/j.jct.2006.10.008
371,"Mass density, kg/m3",927.1,"['propyl methanoate', '1,3-dichloropropane']",propyl methanoate,Mole fraction,0.9386,10.1016/j.jct.2006.10.008
372,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0285,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.0711,10.1016/j.jct.2006.10.008
373,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0411,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1446,10.1016/j.jct.2006.10.008
374,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0439,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.2182,10.1016/j.jct.2006.10.008
375,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0273,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.2908,10.1016/j.jct.2006.10.008
376,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0089,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.3554,10.1016/j.jct.2006.10.008
377,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0128,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.4191,10.1016/j.jct.2006.10.008
378,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0293,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.4755,10.1016/j.jct.2006.10.008
379,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0443,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5267,10.1016/j.jct.2006.10.008
380,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0557,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5668,10.1016/j.jct.2006.10.008
381,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0705,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.6196,10.1016/j.jct.2006.10.008
382,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0777,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.681,10.1016/j.jct.2006.10.008
383,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0719,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.7427,10.1016/j.jct.2006.10.008
384,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0598,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.8085,10.1016/j.jct.2006.10.008
385,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0393,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.875,10.1016/j.jct.2006.10.008
386,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0223,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.939,10.1016/j.jct.2006.10.008
387,"Mass density, kg/m3",1119.11,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.0695,10.1016/j.jct.2006.10.008
388,"Mass density, kg/m3",1106.03,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1347,10.1016/j.jct.2006.10.008
389,"Mass density, kg/m3",1092.92,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.1987,10.1016/j.jct.2006.10.008
390,"Mass density, kg/m3",1079.78,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.2624,10.1016/j.jct.2006.10.008
391,"Mass density, kg/m3",1066.03,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.3279,10.1016/j.jct.2006.10.008
392,"Mass density, kg/m3",1053.07,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.3884,10.1016/j.jct.2006.10.008
393,"Mass density, kg/m3",1039.59,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.4509,10.1016/j.jct.2006.10.008
394,"Mass density, kg/m3",1027.51,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5061,10.1016/j.jct.2006.10.008
395,"Mass density, kg/m3",1013.93,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.5671,10.1016/j.jct.2006.10.008
396,"Mass density, kg/m3",1001.93,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.6204,10.1016/j.jct.2006.10.008
397,"Mass density, kg/m3",988.13,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.6808,10.1016/j.jct.2006.10.008
398,"Mass density, kg/m3",975.18,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.7363,10.1016/j.jct.2006.10.008
399,"Mass density, kg/m3",962.5,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.7901,10.1016/j.jct.2006.10.008
400,"Mass density, kg/m3",950.01,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.8426,10.1016/j.jct.2006.10.008
401,"Mass density, kg/m3",936.97,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.8965,10.1016/j.jct.2006.10.008
402,"Mass density, kg/m3",924.57,"['1,4-dichlorobutane', 'propyl methanoate']",propyl methanoate,Mole fraction,0.9466,10.1016/j.jct.2006.10.008
403,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0571,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.0792,10.1016/j.jct.2006.10.008
404,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0915,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.1664,10.1016/j.jct.2006.10.008
405,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1155,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.2538,10.1016/j.jct.2006.10.008
406,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1208,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.3307,10.1016/j.jct.2006.10.008
407,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1179,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.4063,10.1016/j.jct.2006.10.008
408,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1051,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.4789,10.1016/j.jct.2006.10.008
409,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0922,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.5175,10.1016/j.jct.2006.10.008
410,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0738,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.5645,10.1016/j.jct.2006.10.008
411,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0594,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.6145,10.1016/j.jct.2006.10.008
412,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0391,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.6665,10.1016/j.jct.2006.10.008
413,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.02,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.7229,10.1016/j.jct.2006.10.008
414,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0067,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.7817,10.1016/j.jct.2006.10.008
415,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0104,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.8389,10.1016/j.jct.2006.10.008
416,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.0212,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.8948,10.1016/j.jct.2006.10.008
417,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",-0.012,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.9503,10.1016/j.jct.2006.10.008
418,"Mass density, kg/m3",1084.21,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.0753,10.1016/j.jct.2006.10.008
419,"Mass density, kg/m3",1073.17,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.1495,10.1016/j.jct.2006.10.008
420,"Mass density, kg/m3",1062.01,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.2212,10.1016/j.jct.2006.10.008
421,"Mass density, kg/m3",1051.29,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.2884,10.1016/j.jct.2006.10.008
422,"Mass density, kg/m3",1039.4,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.3607,10.1016/j.jct.2006.10.008
423,"Mass density, kg/m3",1029.7,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.4174,10.1016/j.jct.2006.10.008
424,"Mass density, kg/m3",1018.63,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.4802,10.1016/j.jct.2006.10.008
425,"Mass density, kg/m3",1008.06,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.5386,10.1016/j.jct.2006.10.008
426,"Mass density, kg/m3",996.11,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.6024,10.1016/j.jct.2006.10.008
427,"Mass density, kg/m3",985.57,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.6568,10.1016/j.jct.2006.10.008
428,"Mass density, kg/m3",974.66,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.7118,10.1016/j.jct.2006.10.008
429,"Mass density, kg/m3",953.48,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.8133,10.1016/j.jct.2006.10.008
430,"Mass density, kg/m3",943.64,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.8586,10.1016/j.jct.2006.10.008
431,"Mass density, kg/m3",933.22,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.9056,10.1016/j.jct.2006.10.008
432,"Mass density, kg/m3",921.68,"['propyl methanoate', '1,5-dichloropentane']",propyl methanoate,Mole fraction,0.9555,10.1016/j.jct.2006.10.008
433,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0666,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.083,10.1016/j.jct.2006.10.008
434,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.12,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.1781,10.1016/j.jct.2006.10.008
435,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1583,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.2715,10.1016/j.jct.2006.10.008
436,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1767,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.3516,10.1016/j.jct.2006.10.008
437,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.179,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.4261,10.1016/j.jct.2006.10.008
438,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1686,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.5,10.1016/j.jct.2006.10.008
439,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1468,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.5567,10.1016/j.jct.2006.10.008
440,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1084,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.6558,10.1016/j.jct.2006.10.008
441,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0851,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.7057,10.1016/j.jct.2006.10.008
442,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0628,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.7584,10.1016/j.jct.2006.10.008
443,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0416,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.815,10.1016/j.jct.2006.10.008
444,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0252,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.8628,10.1016/j.jct.2006.10.008
445,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0122,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.91,10.1016/j.jct.2006.10.008
446,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.0089,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.9591,10.1016/j.jct.2006.10.008
447,"Mass density, kg/m3",1053.78,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.0918,10.1016/j.jct.2006.10.008
448,"Mass density, kg/m3",1044.88,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.1702,10.1016/j.jct.2006.10.008
449,"Mass density, kg/m3",1035.63,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.2469,10.1016/j.jct.2006.10.008
450,"Mass density, kg/m3",1026.16,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.3218,10.1016/j.jct.2006.10.008
451,"Mass density, kg/m3",1017.4,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.3877,10.1016/j.jct.2006.10.008
452,"Mass density, kg/m3",1008.0,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.4551,10.1016/j.jct.2006.10.008
453,"Mass density, kg/m3",998.95,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.5167,10.1016/j.jct.2006.10.008
454,"Mass density, kg/m3",990.06,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.5747,10.1016/j.jct.2006.10.008
455,"Mass density, kg/m3",981.16,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.6303,10.1016/j.jct.2006.10.008
456,"Mass density, kg/m3",972.09,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.6844,10.1016/j.jct.2006.10.008
457,"Mass density, kg/m3",963.2,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.7354,10.1016/j.jct.2006.10.008
458,"Mass density, kg/m3",954.19,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.7849,10.1016/j.jct.2006.10.008
459,"Mass density, kg/m3",936.4,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.8768,10.1016/j.jct.2006.10.008
460,"Mass density, kg/m3",927.69,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.9196,10.1016/j.jct.2006.10.008
461,"Mass density, kg/m3",919.06,"['propyl methanoate', '1,6-dichlorohexane']",propyl methanoate,Mole fraction,0.9603,10.1016/j.jct.2006.10.008
